agents/scripts/core/test-portable-purity.sh	project.config.json	agents/,docs/agent-rules/,docs/harness/	dual
agents/scripts/core/test-postmortem-owed-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-pr-burst-guard-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-pr-status-watch-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-pre-push-format-delta-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-pre-push-guard-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-pre-push-merged-pr-guard.sh	docs/plans/	-	host-only
agents/scripts/core/test-pre-push-stage-neutralisers.sh	-	agents/	layer-only
agents/scripts/core/test-preship-review-artifact-bats.sh	docs/plans/	AGENTS.md	dual
agents/scripts/core/test-pretool-workflow-fleet-preflight-bats.sh	-	AGENTS.md,docs/harness/	layer-only
agents/scripts/core/test-project-config-roots-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-redaction-escape-oracle.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-repo-health-facts-nudge-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-required-context-adr-consistency-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-required-context-adr-consistency.sh	docs/plans/,project.config.json	-	host-only
agents/scripts/core/test-required-context-parity-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-required-context-parity.sh	project.config.json	agents/	dual
agents/scripts/core/test-resolve-py-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-resolve-repo-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-review-ack-gate-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-review-guard-bats.sh	-	AGENTS.md,agents/,docs/agent-rules/	layer-only
agents/scripts/core/test-run-review-bats.sh	-	AGENTS.md,agents/,docs/agent-rules/	layer-only
agents/scripts/core/test-safe-admin-merge-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-script-freshness-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-session-registry-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-setup-branch-protection-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-setup-harness.sh	docs/plans/	agents/,docs/agent-rules/,docs/harness/	dual
agents/scripts/core/test-shell-lint-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-shell-lint.sh	docs/plans/,docs/self-improvement/	agents/,docs/harness/	dual
agents/scripts/core/test-skill-load-log.sh	-	agents/	layer-only
agents/scripts/core/test-skill-vs-agent-parity.sh	-	agents/	layer-only
agents/scripts/core/test-small-helper-audit-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-small-helper-audit.sh	-	agents/	layer-only
agents/scripts/core/test-unwatched-pr-nudge-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-verifier-preship-wiring-bats.sh	docs/plans/	AGENTS.md	dual
agents/scripts/core/test-verifier-review-gate-bats.sh	docs/plans/	AGENTS.md	dual
agents/scripts/core/test-work-item-owed-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-workflow-job-mask-bats.sh	-	AGENTS.md	layer-only
agents/scripts/core/test-workflow-job-mask.sh	-	-	self-locating
agents/scripts/core/test-workflow-watchdog-bats.sh	-	AGENTS.md,agents/	layer-only
agents/scripts/core/test-workflow-yaml.sh	-	-	self-locating
agents/scripts/core/test-worktree-prune-bats.sh	-	-	self-locating
agents/scripts/core/unwatched-pr-nudge.sh	-	agents/	layer-only
agents/scripts/core/verify-cr-reply.sh	Source/,docs/self-improvement/	agents/	dual
agents/scripts/core/watch-register-if-enabled.sh	-	AGENTS.md,docs/agent-rules/,docs/harness/	layer-only
agents/scripts/core/work-item-owed.sh	-	agents/,docs/agent-rules/	layer-only
agents/scripts/core/workflow-watchdog.sh	-	agents/,docs/agent-rules/	layer-only
agents/scripts/project/migrate-bugs-to-issues.sh	docs/self-improvement/	agents/,docs/agent-rules/	dual
agents/scripts/project/p4-git-sync-check.sh	-	agents/	layer-only
agents/scripts/project/p4-reconcile-check.sh	docs/plans/	docs/harness/	dual
agents/scripts/project/p4-task-stream-gc.sh	docs/plans/	agents/	dual
agents/scripts/project/p4-task-stream-to-pr.sh	docs/plans/	agents/	dual
agents/scripts/project/p4-task-stream.sh	docs/plans/	agents/	dual
agents/scripts/project/sync-issue-labels.sh	docs/plans/	agents/,docs/agent-rules/	dual
agents/scripts/project/test-about-buildinfo-bats.sh	-	AGENTS.md	layer-only
agents/scripts/project/test-cr-finding-gate-bats.sh	-	AGENTS.md	layer-only
agents/scripts/project/test-font-asset-resolve-bats.sh	-	AGENTS.md	layer-only
agents/scripts/project/test-lint-rules-bats.sh	docs/plans/	AGENTS.md,agents/	dual
agents/scripts/project/test-lint-rules.sh	Source/,docs/plans/	AGENTS.md,agents/,docs/agent-rules/	dual
agents/scripts/project/test-migrate-bugs-to-issues-bats.sh	-	-	self-locating
agents/scripts/project/test-mobile-security.sh	Source/	agents/	dual
agents/scripts/project/test-p4-dual-vcs.sh	docs/plans/	agents/	dual
agents/scripts/project/test-plan-staleness.sh	docs/plans/	AGENTS.md,agents/	dual
agents/scripts/project/test-subsystem-docs-bats.sh	-	AGENTS.md	layer-only
agents/scripts/project/test-subsystem-docs.sh	Source/	AGENTS.md,agents/	dual
agents/scripts/project/test-sync-issue-labels-bats.sh	-	agents/	layer-only
